Date,Price
2021-01-01,100.11989891302716
2021-01-04,98.5541743902682
2021-01-05,98.43941525178997
2021-01-06,99.67242742866824
2021-01-07,99.87102125521423
2021-01-08,100.20295507820887
2021-01-11,99.27995434543247
2021-01-12,99.86379770367331
2021-01-13,100.5728485615767
2021-01-14,100.46473801033429
2021-01-15,98.1703568252291
2021-01-18,99.54737864501976
2021-01-19,99.23729479417047
2021-01-20,98.91864401432885
2021-01-21,99.6285253605872
2021-01-22,99.55239533912487
2021-01-25,99.07251510478233
2021-01-26,98.3227478391631
2021-01-27,98.63845077136773
2021-01-28,97.74830191165442
2021-01-29,99.43941408491823
2021-02-01,99.31272470907018
2021-02-02,100.11390041400733
2021-02-03,99.71306149034002
2021-02-04,100.68727224992986
2021-02-05,100.12159620160088
2021-02-08,99.7784256827079
2021-02-09,100.22633594972812
2021-02-10,101.1462242983747
2021-02-11,101.38855517413492
2021-02-12,100.53321624489186
2021-02-15,99.85762420858015
2021-02-16,101.36194338552025
2021-02-17,102.96690530382371
2021-02-18,102.82562089183327
2021-02-19,102.85919826177181
2021-02-22,102.28365113098718
2021-02-23,101.28798017356873
2021-02-24,101.35782861946984
2021-02-25,101.22350208942892
2021-02-26,102.35653095486485
2021-03-01,101.23693240505749
2021-03-02,99.50350600853618
2021-03-03,99.67805532484307
2021-03-04,98.31932662637415
2021-03-05,99.73799101687307
2021-03-08,98.07549472228752
2021-03-09,99.16602329679829
2021-03-10,99.63405200681275
2021-03-11,99.86661398231274
2021-03-12,99.15114649525813
2021-03-15,100.56607010861434
2021-03-16,100.19049784130674
2021-03-17,100.96272587123309
2021-03-18,99.37719902539823
2021-03-19,100.46106541003113
2021-03-22,100.27915538711358
2021-03-23,99.22043393686359
2021-03-24,101.30211528986008
2021-03-25,101.31506902377609
2021-03-26,99.85149232631234
2021-03-29,99.61864180074491
2021-03-30,98.74118883180152
2021-03-31,97.11220882569333
2021-04-01,96.91502566435412
2021-04-02,97.56105981815588
2021-04-05,97.7549503317601
2021-04-06,96.78781927399895
2021-04-07,98.28522957467489
2021-04-08,99.28020307211906
2021-04-09,98.44256133121692
2021-04-12,99.44187773506968
2021-04-13,98.86391820418858
2021-04-14,99.66880709875329
2021-04-15,99.56273571334184
2021-04-16,100.35161754042163
2021-04-19,100.41086410548226
2021-04-20,101.64303820807264
2021-04-21,101.2150833626346
2021-04-22,101.10468825592696
2021-04-23,101.02985085001936
2021-04-26,101.78116118281008
2021-04-27,104.46657858464539
2021-04-28,105.85410864190352
2021-04-29,103.99396190483294
2021-04-30,103.03167321576325
2021-05-03,103.04952889404149
2021-05-04,103.02547825197865
2021-05-05,102.66034681188252
2021-05-06,102.32995578397164
2021-05-07,103.0030502884151
2021-05-10,101.17719090817701
2021-05-11,102.58023459112597
2021-05-12,101.39700817147705
2021-05-13,99.92521550071555
2021-05-14,100.4211052170926
2021-05-17,100.58382556835703
2021-05-18,99.09675112761359
2021-05-19,99.49274211367931
2021-05-20,100.03674477354976
2021-05-21,98.85858090792065
2021-05-24,98.63439566810922
2021-05-25,99.2717613903876
2021-05-26,97.87770908694799
2021-05-27,96.69124902434457
2021-05-28,96.62399355864524
2021-05-31,96.12266575834727
2021-06-01,96.69648285281859
2021-06-02,94.24950275002601
2021-06-03,94.0658683103827
2021-06-04,92.38380359065789
2021-06-07,92.70176215837776
2021-06-08,93.88664682046601
2021-06-09,93.5045120308292
2021-06-10,94.25660921347237
2021-06-11,96.45606472468855
2021-06-14,98.13625767116908
2021-06-15,97.77733304744189
2021-06-16,96.91503778400732
2021-06-17,96.6031168174729
2021-06-18,97.27232540043875
2021-06-21,99.0531693974516
2021-06-22,99.88400093902355
2021-06-23,99.7924632859365
2021-06-24,99.2812460841059
2021-06-25,96.07978925506457
2021-06-28,94.68090723464152
2021-06-29,92.89580635342719
2021-06-30,94.5674900443814
2021-07-01,93.40643802074999
2021-07-02,95.27539589757006
2021-07-05,94.94016332655471
2021-07-06,94.52938436137755
2021-07-07,95.28391003499001
2021-07-08,94.81223733666575
2021-07-09,95.48677202471389
2021-07-12,96.58384591254683
2021-07-13,99.17742239911553
2021-07-14,100.03863894567388
2021-07-15,99.49767589844653
2021-07-16,99.11248003885443
2021-07-19,100.35478209954624
2021-07-20,98.87339511127858
2021-07-21,98.76410081414481
2021-07-22,99.39020937621794
2021-07-23,99.41927187191646
2021-07-26,99.96001486555866
2021-07-27,100.35923752930182
2021-07-28,101.27516553371115
2021-07-29,101.81927086560623
2021-07-30,103.02080957326305
2021-08-02,101.08956985333899
2021-08-03,100.24292236791936
2021-08-04,99.84158285126061
2021-08-05,100.7929802863718
2021-08-06,102.2958428984135
2021-08-09,101.41800304341109
2021-08-10,101.92995163023888
2021-08-11,101.91369433028252
2021-08-12,104.4778414223281
2021-08-13,104.3206760454026
2021-08-16,103.66320682624762
2021-08-17,103.98720570627651
2021-08-18,103.54158320411149
2021-08-19,103.6723618251733
2021-08-20,102.57930832603337
2021-08-23,105.33000407896623
2021-08-24,103.61804600412101
2021-08-25,107.99704849207484
2021-08-26,107.82867314185836
2021-08-27,109.52930944301895
2021-08-30,109.83637069215078
2021-08-31,109.67069059307204
2021-09-01,107.48063540205546
2021-09-02,106.91954405089037
2021-09-03,107.4651960901017
2021-09-06,107.01038486370611
2021-09-07,108.25573415291045
2021-09-08,109.59740097070375
2021-09-09,107.96338191812129
2021-09-10,109.88437453090967
2021-09-13,109.99725671914359
2021-09-14,110.21079958942283
2021-09-15,109.85196880006657
2021-09-16,109.5060414367747
2021-09-17,109.2471709889697
2021-09-20,110.53425660470725
2021-09-21,109.7514440255521
2021-09-22,108.73232878364709
2021-09-23,109.540722731374
2021-09-24,111.24365537887049
2021-09-27,111.36401624554166
2021-09-28,109.81551466203871
2021-09-29,108.78210776030231
2021-09-30,109.51865821945017
2021-10-01,106.9815184004151
2021-10-04,106.06791070699664
2021-10-05,104.90976477535969
2021-10-06,105.93052840089435
2021-10-07,104.14113772876293
2021-10-08,104.34442128712891
2021-10-11,105.29123507931153
2021-10-12,103.61095854465407
2021-10-13,103.22152643638117
2021-10-14,104.21074901688702
2021-10-15,105.65156357724759
2021-10-18,106.0439773465911
2021-10-19,105.68013723421564
2021-10-20,104.99049192469319
2021-10-21,102.32791917732523
2021-10-22,100.55818369657547
2021-10-25,102.30406933407235
2021-10-26,102.82082243666288
2021-10-27,102.69945279441872
2021-10-28,100.53271219937938
2021-10-29,99.76698956335012
2021-11-01,100.60363129383343
2021-11-02,100.20003247499486
2021-11-03,99.19495487797802
2021-11-04,98.8716245061682
2021-11-05,100.02556946451382
2021-11-08,99.46780298480068
2021-11-09,100.7573233723069
2021-11-10,103.4311625758664
2021-11-11,104.61910906487384
2021-11-12,104.51690175465487
2021-11-15,104.59565916125962
2021-11-16,103.6995590584913
2021-11-17,104.58589278136232
2021-11-18,102.87751236652467
2021-11-19,103.10154246197037
2021-11-22,104.93304527227674
2021-11-23,106.79231902755426
2021-11-24,106.87588348264345
2021-11-25,108.55501732303756
2021-11-26,109.91680351623982
2021-11-29,110.15918275667684
2021-11-30,109.42970377587784
2021-12-01,108.76396640303317
2021-12-02,107.48413077204668
2021-12-03,106.30870805548498
2021-12-06,108.6991840253289
2021-12-07,107.76906425965595
2021-12-08,108.98248851279597
2021-12-09,108.58634835937364
2021-12-10,108.9021045564873
2021-12-13,111.21189662001088
2021-12-14,108.89169640093968
2021-12-15,109.8445126830545
2021-12-16,108.80286745903345
2021-12-17,108.22437496482651
2021-12-20,106.7742773463634
2021-12-21,108.10296150606673
2021-12-22,108.02378558935173
2021-12-23,107.46946613181836
2021-12-24,109.01892347167097
2021-12-27,111.39653953509425
2021-12-28,110.75891629109998
2021-12-29,110.12369095510685
2021-12-30,108.96790652982102
2021-12-31,110.07987827971053
2022-01-03,109.29992775505018
2022-01-04,108.64590298514392
2022-01-05,108.10216891118405
2022-01-06,106.57713054690723
2022-01-07,107.31845061589695
2022-01-10,105.80941958946688
2022-01-11,107.14584918266894
2022-01-12,105.77282652052466
2022-01-13,107.18187214829958
2022-01-14,107.5497559250008
2022-01-17,108.26537971028051
2022-01-18,108.85719327805639
2022-01-19,110.91053544044014
2022-01-20,111.0708411071081
2022-01-21,110.98739707124632
2022-01-24,109.94889208206607
2022-01-25,108.1132300324488
2022-01-26,108.72526256874184
2022-01-27,107.0723305276533
2022-01-28,106.12966033800507
2022-01-31,106.44627051892452
2022-02-01,102.87939400819539
2022-02-02,101.67907755012087
2022-02-03,100.96063030067275
2022-02-04,101.18952144628066
2022-02-07,102.56816318961559
2022-02-08,104.05878889903958
2022-02-09,104.02755035783684
2022-02-10,104.42431201040137
2022-02-11,104.56096447816412
2022-02-14,103.43590072703275
2022-02-15,103.40703731598644
2022-02-16,103.97036510241698
2022-02-17,104.49381942057443
2022-02-18,103.98267516020701
2022-02-21,106.05541560292619
2022-02-22,106.66205223426601
2022-02-23,106.61545306392215
2022-02-24,106.64693157978378
2022-02-25,106.18211539864653
2022-02-28,105.73897462691193
2022-03-01,106.02297286702425
2022-03-02,107.36450992683162
2022-03-03,107.36943814878492
2022-03-04,106.49782353233215
2022-03-07,104.95322728602758
2022-03-08,105.52596049950571
2022-03-09,105.61523704009046
2022-03-10,105.25482677434029
2022-03-11,105.91563166536588
2022-03-14,104.59661505658653
2022-03-15,106.30107934134732
2022-03-16,105.93330686727802
2022-03-17,105.61322407641912
2022-03-18,104.35912564684654
2022-03-21,103.04809900765812
2022-03-22,101.98866225582964
2022-03-23,102.44034702124488
2022-03-24,100.49183068759152
2022-03-25,98.4367310351809
2022-03-28,97.84601349155089
2022-03-29,98.5821340079515
2022-03-30,98.50883121041831
2022-03-31,97.79428209247052
2022-04-01,98.57570049821605
2022-04-04,100.18481001185111
2022-04-05,102.07838773105242
2022-04-06,100.9746346269492
2022-04-07,100.41277417469017
2022-04-08,100.54287664091135
2022-04-11,99.48327059979891
2022-04-12,98.83742492271848
2022-04-13,97.69653977486331
2022-04-14,98.10197183071989
2022-04-15,97.60325199974682
2022-04-18,96.2812040241887
2022-04-19,94.14452253700814
2022-04-20,95.1334704561806
2022-04-21,95.71133113348684
2022-04-22,95.62127455757981
2022-04-25,94.88893955635871
2022-04-26,96.9062944841039
2022-04-27,96.0567407896339
2022-04-28,96.26404494727684
2022-04-29,95.99602586353151
2022-05-02,94.79121269942337
2022-05-03,93.97462403024812
2022-05-04,94.4094992282196
2022-05-05,94.1512384903112
2022-05-06,95.34893012256065
2022-05-09,93.88113078704531
2022-05-10,93.81909589713466
2022-05-11,94.15542336021369
2022-05-12,94.2608089851478
2022-05-13,94.55684410369265
2022-05-16,93.1720883982886
2022-05-17,93.39716126524262
2022-05-18,94.89267644124759
2022-05-19,93.08810607706889
2022-05-20,93.09751617925542
2022-05-23,92.85535193681366
2022-05-24,94.44897773902346
2022-05-25,94.71844859622595
2022-05-26,93.6872917859335
2022-05-27,92.84833100295124
2022-05-30,92.55084633613583
2022-05-31,92.27449134476929
2022-06-01,92.59811050739309
2022-06-02,93.73637247151446
2022-06-03,91.86063053907338
2022-06-06,92.12503261901695
2022-06-07,91.31231054938877
2022-06-08,92.19764999889539
2022-06-09,92.78658142274703
2022-06-10,92.99282524657997
2022-06-13,92.78453814100014
2022-06-14,93.71559698864114
2022-06-15,93.90871278720722
2022-06-16,93.89115453373675
2022-06-17,91.39665622212402
2022-06-20,92.22400870338629
2022-06-21,92.31670159172994
2022-06-22,91.88958488841511
2022-06-23,92.00243739794703
2022-06-24,92.63789063146258
2022-06-27,94.26168499750489
2022-06-28,93.85331206963559
2022-06-29,95.99881267563792
2022-06-30,94.18681652605908
2022-07-01,95.18615737836792
2022-07-04,95.3055543814539
2022-07-05,96.20530420176732
2022-07-06,96.26962175752398
2022-07-07,97.0204597171732
2022-07-08,98.51482549512995
2022-07-11,98.74918041189842
2022-07-12,98.2031872765585
2022-07-13,95.78847851526731
2022-07-14,96.11827920827727
2022-07-15,97.57667779280351
2022-07-18,97.33932457135714
2022-07-19,99.21198554031665
2022-07-20,98.68838387912518
2022-07-21,97.50165580748813
2022-07-22,97.64437230716348
2022-07-25,98.761946215855
2022-07-26,97.96640660227959
2022-07-27,99.213264873199
2022-07-28,100.07788315078928
2022-07-29,99.9933835960045
2022-08-01,99.50726287701224
2022-08-02,99.82281809309966
2022-08-03,97.84292121034512
2022-08-04,96.82390376734591
2022-08-05,95.85401587029374
2022-08-08,96.51905224772209
2022-08-09,95.29141630707618
2022-08-10,96.36525276908313
2022-08-11,96.16962888625707
2022-08-12,95.66850699960642
2022-08-15,96.03541088033776
2022-08-16,97.156876852563
2022-08-17,97.36365552248245
2022-08-18,97.4071437942784
2022-08-19,98.2384948211636
2022-08-22,98.5314423119387
2022-08-23,101.04406435844282
2022-08-24,100.29422148920959
2022-08-25,100.77015046180912
2022-08-26,100.41147907457369
2022-08-29,102.95818747151917
2022-08-30,103.90333974948001
2022-08-31,103.73512189288692
2022-09-01,103.00424081242849
2022-09-02,106.19087520717656
2022-09-05,108.39584870066241
2022-09-06,107.80889281118094
2022-09-07,107.12673523881394
2022-09-08,107.43164240001619
2022-09-09,108.2216653878433
2022-09-12,110.43659897367111
2022-09-13,110.07112322349104
2022-09-14,108.68701320162401
2022-09-15,108.02846433266582
2022-09-16,106.50482822151426
2022-09-19,103.34963589541843
2022-09-20,102.65536102083932
2022-09-21,103.8719889734995
2022-09-22,104.55942379214704
2022-09-23,104.11490174343719
2022-09-26,104.03523217958181
2022-09-27,104.20048641698155
2022-09-28,104.9780610814844
2022-09-29,106.53958771444474
2022-09-30,106.92006832892929
2022-10-03,104.82250494254393
2022-10-04,103.1280627594533
2022-10-05,103.47158870818237
2022-10-06,104.12003924323072
2022-10-07,102.74549682931739
2022-10-10,102.97463265703229
2022-10-11,101.94516550924482
2022-10-12,103.6673254357105
2022-10-13,103.19696610442139
2022-10-14,101.2873000267544
2022-10-17,101.37717323620103
2022-10-18,101.44369399826243
2022-10-19,102.16380433256218
2022-10-20,101.81848809654568
2022-10-21,101.39892075784584
2022-10-24,99.74418528612249
2022-10-25,98.1517847529895
2022-10-26,98.03143943240639
2022-10-27,97.773328441645
2022-10-28,99.1286356029866
2022-10-31,98.38176439719129
2022-11-01,98.42176402473105
2022-11-02,97.9846693649004
2022-11-03,101.41705400656409
2022-11-04,101.33251281955921
2022-11-07,100.11229308654954
2022-11-08,97.75967764101401
2022-11-09,98.5979326164149
2022-11-10,99.48164570625659
2022-11-11,99.653462154127
2022-11-14,98.47671508218086
2022-11-15,99.41995871818158
2022-11-16,97.8283157399116
2022-11-17,98.20506819632197
2022-11-18,98.10974397893214
2022-11-21,100.18879680050283
2022-11-22,98.00661620666783
2022-11-23,96.7184129233937
2022-11-24,97.0250764066793
2022-11-25,97.08807300738658
2022-11-28,96.482131389784
2022-11-29,95.9718100842511
2022-11-30,96.47697129804594
2022-12-01,96.95372214944649
2022-12-02,98.18245180044704
2022-12-05,98.1452423395814
2022-12-06,101.22844320138637
2022-12-07,101.40889166627689
