date,proxy_1_ret_lag_1,proxy_1_ret_lag_2,proxy_1_ret_lag_3,roll_corr_jet_fuel_illiquid_proxy_1_w20,roll_corr_jet_fuel_illiquid_proxy_1_w60,proxy_2_ret_lag_1,proxy_2_ret_lag_2,proxy_2_ret_lag_3,roll_corr_jet_fuel_illiquid_proxy_2_w20,roll_corr_jet_fuel_illiquid_proxy_2_w60,ret_spread_proxy_1_proxy_2,price_spread_proxy_1_proxy_2,jet_fuel_illiquid
2021-03-29,-0.012145495078557556,-0.0015209835518523729,0.007542065826589894,0.6686583933804012,0.6281614453633226,-0.010083002687035658,-0.0025312705591584717,0.009212739472166165,0.7514168763875936,0.7785036373245005,-0.0020624923915218973,6.289978183735641,-0.002331968407707552
2021-03-30,-0.01628020710665601,-0.012145495078557556,-0.0015209835518523729,0.6324863635383552,0.6418978384560308,-0.012332886965033318,-0.010083002687035658,-0.0025312705591584717,0.7195498511678481,0.7629324305202091,-0.00394732014162269,5.796819435243577,-0.008808120177932754
2021-03-31,0.007728217742974719,-0.01628020710665601,-0.012145495078557556,0.5945572696213571,0.6238668376908291,-0.0034429952611276793,-0.012332886965033318,-0.010083002687035658,0.6822584677799488,0.7622915573575307,0.011171213004102398,6.933850523114259,-0.016497472082122266
2021-04-01,-0.02277075224585068,0.007728217742974719,-0.01628020710665601,0.6476669039455406,0.6505655322260303,-0.007135771224636489,-0.0034429952611276793,-0.012332886965033318,0.7058934823549359,0.7561066038133166,-0.01563498102121419,5.25256111382258,-0.0020304672679530844
2021-04-02,0.00013220087735521524,-0.02277075224585068,0.007728217742974719,0.6685191242170718,0.6560665014556765,0.013694472227566257,-0.007135771224636489,-0.0034429952611276793,0.6655977399507791,0.7377624190694668,-0.013562271350211041,3.9412398880187425,0.006665985479270997
2021-04-05,0.006926732978965511,0.00013220087735521524,-0.02277075224585068,0.6744033999554032,0.6579201423360311,0.012957268076162487,0.013694472227566257,-0.007135771224636489,0.6558688320203722,0.7432258723626173,-0.006030535097196976,3.377155895604929,0.00198737604906718
2021-04-06,0.0001299868165274276,0.006926732978965511,0.00013220087735521524,0.6210515763089778,0.6537114871701731,-0.0012921649745795127,0.012957268076162487,0.013694472227566257,0.6415645283561604,0.7389864474289819,0.0014221517911069403,3.5188651371452266,-0.00989342283412653
2021-04-07,-0.015276025344109212,0.0001299868165274276,0.006926732978965511,0.607759719330277,0.6617498204203154,-0.014384225610831636,-0.0012921649745795127,0.012957268076162487,0.6892969502784595,0.743376695881623,-0.0008917997332775762,3.376637900755753,0.015471061461121094
2021-04-08,0.0225952854921736,-0.015276025344109212,0.0001299868165274276,0.6594140435557152,0.6781151041712636,0.02221545011492365,-0.014384225610831636,-0.0012921649745795127,0.728518312226619,0.7574963210594428,0.00037983537724994854,3.4900743738855198,0.010123326788265885
2021-04-09,0.016965966003879673,0.0225952854921736,-0.015276025344109212,0.6862749564197725,0.6865942265554467,0.008889531302688436,0.02221545011492365,-0.014384225610831636,0.7360424572214685,0.7612367743839332,0.008076434701191237,4.356546066700446,-0.008437147739249307
2021-04-12,-0.002559495742158968,0.016965966003879673,0.0225952854921736,0.7341848191926699,0.6689799370642049,-0.014537659692282046,0.008889531302688436,0.02221545011492365,0.753502173472606,0.7439068939517848,0.011978163950123077,5.553284963931475,0.010151263745469707
2021-04-13,0.0037244475707238767,-0.002559495742158968,0.016965966003879673,0.7619995903662604,0.6761756338841243,0.0007896670959370855,-0.014537659692282046,0.008889531302688436,0.7742834509817865,0.7356606095273307,0.002934780474786791,5.8656115771283766,-0.005812033562166752
