date,unhedged_pnl,hedged_pnl_gross,hedged_pnl_net,transaction_cost,turnover
2024-01-01,-0.003167818531837119,-0.007078650940948971,-0.007279774643300343,0.00020112370235137166,0.7556185117568583
2024-01-02,0.009837709717958498,0.01167261685833982,0.011622058497667606,5.0558360672213354e-05,0.002791803361066769
2024-01-03,-0.003742314204162711,0.00238741168327598,0.0023366447906186132,5.0766892657366714e-05,0.003834463286833567
2024-01-04,-0.005747544340688915,-0.008670212567228434,-0.008720411312068523,5.019874484008886e-05,0.0009937242004443014
2024-01-05,0.023098747848139256,0.007579315000738168,0.007528998605752934,5.031639498523385e-05,0.0015819749261692384
2024-01-08,-0.003136278744948484,0.007794488323932045,0.0077429945627754924,5.149376115655232e-05,0.0074688057827616006
2024-01-09,0.012339912316812418,0.00603498202599545,0.005983799744785965,5.118228120948505e-05,0.005911406047425238
2024-01-10,-0.018047049330333742,0.001343277244586008,0.0012927827172129636,5.049452737304438e-05,0.0024726368652218667
2024-01-11,0.008076479747851195,0.007059291690637463,0.00700896247957537,5.0329211062092464e-05,0.0016460553104623021
2024-01-12,0.010150999523198978,0.001829160270110597,0.001778562714477489,5.059755563310793e-05,0.002987778165539634
2024-01-15,-0.027646611207569283,-0.02105622705441893,-0.021106416439419854,5.018938500092232e-05,0.0009469250046115762
2024-01-16,-0.004452937053700645,-0.0005598100595894258,-0.0006114799011143504,5.166984152492459e-05,0.008349207624622934
2024-01-17,0.005177086574996048,0.0060636931179541475,0.00601365537215865,5.003774579549799e-05,0.0001887289774899492
2024-01-18,0.018643980381286118,0.008786831807742215,0.008736674400775888,5.0157406966328016e-05,0.0007870348316400544
2024-01-19,0.009623770094478346,0.006976301871224605,0.0069252211711193536,5.108070010525168e-05,0.005403500526258376
2024-01-22,-0.020779238454927573,-0.016678797710819544,-0.016729882165910606,5.108445509106279e-05,0.00542227545531393
2024-01-23,-0.0049749952609405845,0.0013747840927037427,0.001323953965410608,5.0830127293134874e-05,0.004150636465674373
2024-01-24,0.006343923942723428,-0.000885347617500332,-0.0009355673853847908,5.021976788445887e-05,0.0010988394222943287
2024-01-25,0.005035891027814765,0.0049541977603583896,0.004904099550276882,5.0098210081507556e-05,0.0004910504075377742
2024-01-26,0.00593391203443816,0.002556869404004082,0.0025065641703644493,5.030523363963277e-05,0.001526168198163813
2024-01-29,-0.0018752368471297576,-0.010298967899874032,-0.010349215288859745,5.0247388985713054e-05,0.0012369449285652423
2024-01-30,-0.015076290934971093,-0.017803151610175184,-0.0178542501508797,5.109854070451549e-05,0.0054927035225774135
2024-01-31,0.013719357042834446,0.013191018133261574,0.01314039010103986,5.0628032221713975e-05,0.00314016110856985
2024-02-01,0.022607651430135656,0.012710818371206937,0.0126596765866566,5.114178455033757e-05,0.005708922751687828
2024-02-02,-0.016077651164965068,-0.00726408598411174,-0.007315822397026695,5.1736412914955104e-05,0.008682064574775494
2024-02-05,-0.015488040851481144,-0.014003019703389519,-0.014053782253558137,5.076255016861867e-05,0.0038127508430933488
2024-02-06,0.0005371775110090127,-0.0034495300360427306,-0.0035026462474284006,5.311621138566986e-05,0.015581056928349268
2024-02-07,0.010383977548577894,0.014698843803676993,0.01464832460583243,5.051919784456278e-05,0.002595989222813899
2024-02-08,0.01544236604600524,0.014692945584728936,0.014641374910113403,5.1570674615533055e-05,0.00785337307766526
2024-02-09,0.009405963859457911,-0.004847014240699372,-0.004897151467113615,5.0137226414242435e-05,0.0006861320712121532
2024-02-12,-0.005884817541465748,-0.00716522339781511,-0.007216041775730448,5.081837791533839e-05,0.004091889576691932
2024-02-13,0.014958252794334825,0.00936607520150137,0.009315916066574734,5.0159134926634487e-05,0.0007956746331724274
2024-02-14,0.004426523253847625,0.004389818481447354,0.004339183767867863,5.063471357949124e-05,0.0031735678974562087
2024-02-15,0.01390072499009709,0.007764569793878517,0.0077145367399404354,5.00330539380818e-05,0.00016526969040897566
2024-02-16,-0.026879194955479857,-0.008693371912072388,-0.008743942297248524,5.0570385176135695e-05,0.002851925880678452
2024-02-19,-0.010006673326096172,-0.005992958118845879,-0.006044854604804129,5.18964859582504e-05,0.009482429791251967
2024-02-20,-0.0003620980564604803,-0.00563532710196858,-0.005685798816804223,5.047171483564277e-05,0.0023585741782138347
2024-02-21,0.009401636158397286,0.008122609171262528,0.008072270638990783,5.03385322717449e-05,0.0016926613587244788
2024-02-22,-0.00418379775013189,-0.012042613322585948,-0.012092734206101666,5.0120883515717355e-05,0.0006044175785867578
2024-02-23,0.01147710486765896,0.0022164453423150713,0.0021643217722940693,5.2123570021002224e-05,0.010617850105011095
2024-02-26,0.007485134958259643,-0.002896071041685922,-0.00294634495745838,5.027391577245786e-05,0.001369578862289278
2024-02-27,0.007909012679205185,0.0050121051201963435,0.004961732564781711,5.0372555414632524e-05,0.0018627770731626248
2024-02-28,-0.0022945232029092377,-0.003011799340521757,-0.003062444671996331,5.064533147457424e-05,0.0032266573728712
2024-02-29,-0.007765981842558833,-0.007738781123193054,-0.007788911209818051,5.0130086624996485e-05,0.0006504331249824191
2024-03-01,0.000920796601674434,0.002544084151626586,0.0024936446129361174,5.043953869046868e-05,0.0021976934523433855
2024-03-04,0.0024548869557454722,0.011780237911258661,0.011729746288416016,5.049162284264484e-05,0.002458114213224172
2024-03-05,0.008448464040655468,0.0014909260783450432,0.0014396016240664318,5.1324454278611526e-05,0.006622271393057599
2024-03-06,0.0016801778974451231,0.001011154105626861,0.0009610281315312131,5.012597409564788e-05,0.0006298704782393694
2024-03-07,-0.007963364785531613,-0.0026836582728983188,-0.0027336683454412007,5.0010072542881984e-05,5.0362714409890597e-05
2024-03-08,-0.003610647633054187,0.004138905596289344,0.004088558376019963,5.034722026938119e-05,0.0017361013469059383
2024-03-11,0.019341038606569105,0.017409479870665438,0.01735909882188693,5.0381048778506446e-05,0.0019052438925322157
2024-03-12,-0.0015778956581095072,-0.0025808463397094146,-0.0026326898440288365,5.1843504319422064e-05,0.009217521597110312
2024-03-13,-0.010295241673326738,-0.0012429934611093915,-0.0012935283149737922,5.0534853864400674e-05,0.0026742693220033753
2024-03-14,-0.0030764689148281565,0.0063487368090346975,0.0062985927592531035,5.0144049781594035e-05,0.0007202489079701779
2024-03-15,-0.00674736529883313,-0.0003855098851232846,-0.0004362688542711937,5.07589691479091e-05,0.0037948457395454716
2024-03-18,-0.011647214485973945,-0.006229823858788743,-0.006279877890664819,5.0054031876076654e-05,0.0002701593803832725
2024-03-19,-0.011890455599377625,0.001932338910760386,0.0018819284727028362,5.0410438057549734e-05,0.0020521902877486675
2024-03-20,-0.0009782776927893533,0.00010004922478885035,4.971844201431169e-05,5.0330782774538664e-05,0.0016539138726933134
2024-03-21,-0.022424581348132744,-0.01587155097668488,-0.015921556531321362,5.000555463648059e-05,2.7773182402934804e-05
2024-03-22,0.0010838325675222027,-0.002238880216887013,-0.00229021650975215,5.133629286513692e-05,0.006681464325684561
2024-03-25,0.02125316536587296,0.007802340154789514,0.007751955395557263,5.038475923225128e-05,0.0019237961612563748
2024-03-26,0.006570298153586451,0.008298154963036639,0.008246701203418944,5.1453759617695294e-05,0.007268798088476469
2024-03-27,0.008251406667632688,0.004388636599653859,0.00433834813450476,5.0288465149099173e-05,0.0014423257454958538
2024-03-28,-0.003117879694207737,-0.0019433506152735315,-0.0019938360601088004,5.0485444835268733e-05,0.0024272241763436675
2024-03-29,-0.018292472765715995,-0.013502015889546174,-0.013552045815933549,5.0029926387374524e-05,0.00014963193687261844
2024-04-01,-0.0031971833924796522,0.001806428968870298,0.0017553241291990967,5.110483967120131e-05,0.005524198356006538
2024-04-02,0.00040625615890133027,0.0050963658410408345,0.00504624721461434,5.011862642649388e-05,0.000593132132469365
2024-04-03,-0.0010628302911263043,-0.0019576499442134025,-0.002007933153055003,5.028320884160049e-05,0.0014160442080024538
